id,tweet,date,source,likes,retweets,length,sentiment
1121832877870784517,"Final panel on diversity, inclusion, building careers, and creating opportunities in machine learning. @darlingtinho is part of the panel. #ghdatascience #indabaxghana https://t.co/hE2zsJC1tx",2019-04-26 17:46:15,Twitter for Android,2,0,191,0
1121831508199772160,RT @dezye1693: Data analytics is transforming all aspects of lives globally. It's about time Ghana leverage on this --Winifred  Kotin from…,2019-04-26 17:40:48,Twitter for Android,0,9,139,0
1121831239009353729,"RT @ghdatascience: Still on Moustapha Cisse.
Talk on AI

#indabaxghana
#DataScience
#Summit2019
#ghdatascience https://t.co/eMzTHfQokg http…",2019-04-26 17:39:44,Twitter for Android,0,6,140,0
1121830881323364352,"RT @PlasmaDray: Job Creation Required skills:
1. Predictive Analytics
2. Artificial Intelligence
3. Machine Learning
4. Customer Insights
5…",2019-04-26 17:38:19,Twitter for Android,0,21,140,-1
1121826936878186496,"RT @d4hio: RT @PyGhana: Machine Learning Applications in Health Care and Agro Systems 
By: Darlington Akogo

#Indabaxghana #indabaX #ghdata…",2019-04-26 17:22:38,Twitter for iPhone,0,5,140,0
1121826849724751872,"RT @Mickey_nova: Predictive Analytics in Healthcare:

Design is one of the most important aspect of a study and perhaps the most neglected.…",2019-04-26 17:22:18,Twitter for iPhone,0,10,140,1
1121825784694439938,RT @ghdatascience: African governments urged to develop data driven policies to transform their economies at #ghdatascience #indabaxghana…,2019-04-26 17:18:04,Twitter for Android,0,3,138,0
1121825555907842049,"RT @PyGhana: Machine Learning in Real Life 
By: Richard Ackon

#indabaxghana #indabaX #ghdatascience https://t.co/2ISVVK2pl5",2019-04-26 17:17:09,Twitter for Android,0,7,124,1
1121825494822002688,"RT @PyGhana: Deep Learning Fundamentals -- Architectures and Applications 
By: Kwadwo Agyapon-Ntra

#indabaxghana #indabaX #ghdatascience h…",2019-04-26 17:16:55,Twitter for Android,0,8,140,0
1121825371928899584,"RT @PyGhana: Day 2/3:
GHANA DATA SCIENCE SUMMIT 2019

INDABAX GHANA

Theme: The Promise Of Data Science For Economic Transformation.
#Indab…",2019-04-26 17:16:25,Twitter for Android,0,5,140,1
1121825107385696256,#ghdatascience #indabaxghana #indaba2019  #bacegroup https://t.co/8JNfsta5kq,2019-04-26 17:15:22,Twitter for Android,3,0,76,0
1121825031603015681,"RT @dezye1693: @shakir_za  is introducing the statistical Machine learning and application.
#ghdatascience #bacegroup #machinelearning #AI…",2019-04-26 17:15:04,RTML,0,7,139,0
1121824926342709250,"RT @dezye1693: @shakir_za  is introducing the statistical Machine learning and application.
#ghdatascience #bacegroup #machinelearning #AI…",2019-04-26 17:14:39,Twitter for iPhone,0,7,139,0
1121824759422046209,"RT @PyGhana: Introduction to Statistical Machine Learning and applications - Shakir Mohamed, PhD

#indabaxghana #indabaX #ghdatascience htt…",2019-04-26 17:13:59,Twitter for Android,0,4,140,0
1121824728971399169,"RT @PyGhana: Deep Learning Fundamentals -- Architectures and Applications 
By: Kwadwo Agyapon-Ntra

#indabaxghana #indabaX #ghdatascience h…",2019-04-26 17:13:52,Twitter for Android,0,8,140,0
1121824701079330816,"RT @PyGhana: Machine Learning Applications in Health Care and Agro Systems 
By: Darlington Akogo

#Indabaxghana #indabaX #ghdatascience htt…",2019-04-26 17:13:45,Twitter for Android,0,5,140,0
1121824681823174657,"RT @Mickey_nova: Machine Learning in Real Life - Richard Ackon

Choosing #ML libraries and Frameworks
- Focus on people over tools
- Think…",2019-04-26 17:13:41,Twitter for Android,0,2,139,1
1121824666342055938,RT @ghdatascience: Keynote Address by Moustapha Cisse on Machine Learning and Artificial Intelligence-current state of research and applica…,2019-04-26 17:13:37,Twitter for Android,0,11,140,-1
1121824647471882240,"RT @ghdatascience: Introduction of Robotics and its applications by Ayorkor Korsah, PhD at  #indabaxghana 2019

#DataScience
#ghdatascience…",2019-04-26 17:13:33,Twitter for Android,0,9,140,0
1121824501241667586,"Samuel Sowah, CEO of @bacehq is one of the panelists for @ghdatascience .
This panel is focus on Diversity, Inclusion, building careers and  creating opportunities in #machinelearning 
#bacegroup #ghdatascience #AI #facialrecognition #indabaxghana #Indaba2019 #mestAfrica https://t.co/hbL2na3aON",2019-04-26 17:12:58,Twitter for Android,4,1,295,0
1121824317610835969,"RT @PyGhana: Deep Learning Fundamentals -- Architectures and Applications 
By: Kwadwo Agyapon-Ntra

#indabaxghana #indabaX #ghdatascience h…",2019-04-26 17:12:14,Twitter Web Client,0,8,140,0
1121824226468560898,"RT @PyGhana: Machine Learning in Real Life 
By: Richard Ackon

#indabaxghana #indabaX #ghdatascience https://t.co/2ISVVK2pl5",2019-04-26 17:11:52,Santchi App,0,7,124,1
1121824146063859712,"RT @PyGhana: Machine Learning in Real Life 
By: Richard Ackon

#indabaxghana #indabaX #ghdatascience https://t.co/2ISVVK2pl5",2019-04-26 17:11:33,Twitter Web Client,0,7,124,1
1121824138144960515,"RT @PyGhana: Machine Learning Applications in Health Care and Agro Systems 
By: Darlington Akogo

#Indabaxghana #indabaX #ghdatascience https://t.co/ZuIaXDIWjX",2019-04-26 17:11:31,IFTTT,11,5,159,0
1121823877548728320,"RT @PyGhana: Machine Learning in Real Life 
By: Richard Ackon

#indabaxghana #indabaX #ghdatascience https://t.co/2ISVVK2pl5",2019-04-26 17:10:29,Twitter for Android,0,7,124,1
1121822728917540864,RT @ghdatascience: Keynote Address by Moustapha Cisse on Machine Learning and Artificial Intelligence-current state of research and applica…,2019-04-26 17:05:55,Twitter Web Client,0,11,140,-1
1121822674039209984,"RT @Mickey_nova: Machine Learning in Real Life - Richard Ackon

Choosing #ML libraries and Frameworks
- Focus on people over tools
- Think…",2019-04-26 17:05:42,Twitter for Android,0,2,139,1
1121822512176861184,"RT @dezye1693: @shakir_za  is introducing the statistical Machine learning and application.
#ghdatascience #bacegroup #machinelearning #AI…",2019-04-26 17:05:04,Twitter for iPhone,0,7,139,0
1121822418811662336,"RT @PyGhana: Introduction to Robotics and its applications 
By: Dr. Ayorkor Korsah

#indabaxghana #indabaX #ghdatascience https://t.co/yzof…",2019-04-26 17:04:41,Twitter for Android,0,3,140,0
1121822250183864321,"RT @PyGhana: Machine Learning in Real Life 
By: Richard Ackon

#indabaxghana #indabaX #ghdatascience https://t.co/2ISVVK2pl5",2019-04-26 17:04:01,Twitter for Android,0,7,124,1
1121822183154749440,"RT @ghdatascience: Introduction of Robotics and its applications by Ayorkor Korsah, PhD at  #indabaxghana 2019

#DataScience
#ghdatascience…",2019-04-26 17:03:45,Twitter for iPhone,0,9,140,0
1121822037390106625,RT @ghdatascience: Keynote Address by Moustapha Cisse on Machine Learning and Artificial Intelligence-current state of research and applica…,2019-04-26 17:03:10,Twitter for iPhone,0,11,140,-1
1121821909476421632,#indabaxghana #ghdatascience @AsedaAD https://t.co/mMDj43fWZy,2019-04-26 17:02:40,Twitter for Android,2,0,61,0
1121821790383288321,#indabaxghana #ghdatascience @Moustapha_6C https://t.co/Fb08I2rdpn,2019-04-26 17:02:11,Twitter for Android,0,0,66,0
1121821522769907713,@PyGhana @KayO_GH #indabaxghana #ghdatascience https://t.co/5Vjv0aKDVv,2019-04-26 17:01:08,Twitter for Android,0,0,70,0
1121820250436251648,"Machine Learning in Real Life - Richard Ackon

Choosing #ML libraries and Frameworks
- Focus on people over tools
- Think of stability in production
- If you're still tied, follow the crowd :)

#indabaxghana #indabaX #ghdatascience https://t.co/L9jbacX5rC",2019-04-26 16:56:04,Twitter for Android,10,2,255,1
1121819125553221632,RT @gamelmag: How to we organise society such that every child has the opportunity to perform jobs that are more suitable to humans - Dr Ay…,2019-04-26 16:51:36,Twitter for Android,0,2,140,1
1121819102429843456,"RT @gamelmag: Dr Ayorkor Korsah of @Ashesi speaks on #robotics, its applications, AI, and technology education in #Africa #ghdatascience #i…",2019-04-26 16:51:31,Twitter for Android,0,2,140,0
1121819072444944384,RT @gamelmag: .@darlingtinho shares on how #AI can be applied to tackle challenges in #health and #agriculture in #Africa. #ghdatascience #…,2019-04-26 16:51:23,Twitter for Android,0,4,140,0
1121818144740392961,"RT @PyGhana: Machine Learning Applications in Health Care and Agro Systems 
By: Darlington Akogo

#Indabaxghana #indabaX #ghdatascience htt…",2019-04-26 16:47:42,Twitter for Android,0,5,140,0
1121818089643966464,"RT @PyGhana: Machine Learning in Real Life 
By: Richard Ackon

#indabaxghana #indabaX #ghdatascience https://t.co/2ISVVK2pl5",2019-04-26 16:47:29,Twitter for Android,0,7,124,1
1121817293938405376,"RT @PyGhana: Machine Learning in Real Life 
By: Richard Ackon

#indabaxghana #indabaX #ghdatascience https://t.co/2ISVVK2pl5",2019-04-26 16:44:19,Twitter for Android,0,7,124,1
1121815875546439681,"Machine Learning in Real Life 
By: Richard Ackon

#indabaxghana #indabaX #ghdatascience https://t.co/2ISVVK2pl5",2019-04-26 16:38:41,Twitter for Android,13,7,111,1
1121813701286342656,"RT @dezye1693: Predicting properties of molecules,  #AIMS #machinelearning #AI  @bacehq
 @GoogleAI @ghdatascience #ghdatascience #indabaX #…",2019-04-26 16:30:03,Twitter for iPhone,0,1,140,0
1121811517031297024,"RT @PyGhana: Deep Learning Fundamentals -- Architectures and Applications 
By: Kwadwo Agyapon-Ntra

#indabaxghana #indabaX #ghdatascience h…",2019-04-26 16:21:22,Twitter for Android,0,8,140,0
1121811288823410688,"RT @maaddae: Mind blowing session -- deep learning fundamentals, architecture &amp; applications, with @KayO_GH 
#ghdatascience #indabaxghana #…",2019-04-26 16:20:28,Data NVS,0,3,144,0
1121810589280624642,"Mind blowing session -- deep learning fundamentals, architecture &amp; applications, with @KayO_GH 
#ghdatascience #indabaxghana #datascience https://t.co/X2QQC7mzNy",2019-04-26 16:17:41,Twitter for Android,1,3,165,0
1121808378832064512,"RT @PyGhana: Deep Learning Fundamentals -- Architectures and Applications 
By: Kwadwo Agyapon-Ntra

#indabaxghana #indabaX #ghdatascience h…",2019-04-26 16:08:54,Twitter for Android,0,8,140,0
1121804829620359168,"RT @PyGhana: Deep Learning Fundamentals -- Architectures and Applications 
By: Kwadwo Agyapon-Ntra

#indabaxghana #indabaX #ghdatascience h…",2019-04-26 15:54:48,Twitter for Android,0,8,140,0
1121804823794524160,"RT @PyGhana: Machine Learning Applications in Health Care and Agro Systems 
By: Darlington Akogo

#Indabaxghana #indabaX #ghdatascience htt…",2019-04-26 15:54:46,Twitter for Android,0,5,140,0
1121802153553801217,"RT @PyGhana: Machine Learning Applications in Health Care and Agro Systems 
By: Darlington Akogo

#Indabaxghana #indabaX #ghdatascience htt…",2019-04-26 15:44:10,Twitter for Android,0,5,140,0
1121797264551211008,"RT @PyGhana: Machine Learning Applications in Health Care and Agro Systems 
By: Darlington Akogo

#Indabaxghana #indabaX #ghdatascience htt…",2019-04-26 15:24:44,Santchi App,0,5,140,0
1121797151955111939,"Machine Learning Applications in Health Care and Agro Systems 
By: Darlington Akogo

#Indabaxghana #indabaX #ghdatascience https://t.co/wUp09Ev3t1",2019-04-26 15:24:17,Twitter for Android,10,5,146,0
1121796524575350785,"RT @dezye1693: The last words from Kwadwo, ""Go deep or go home"" 😉 @KayO_GH
#ghdatascience #machinelearning #AI #bacegroup #indabaX #indabaX…",2019-04-26 15:21:48,Twitter for Android,0,2,141,0
1121796523551932416,RT @ghdatascience: Keynote Address by Moustapha Cisse on Machine Learning and Artificial Intelligence-current state of research and applica…,2019-04-26 15:21:47,Twitter for Android,0,11,140,-1
1121796442744442880,"RT @ghdatascience: Introduction of Robotics and its applications by Ayorkor Korsah, PhD at  #indabaxghana 2019

#DataScience
#ghdatascience…",2019-04-26 15:21:28,Twitter for Android,0,9,140,0
1121796416056090626,"RT @PyGhana: Deep Learning Fundamentals -- Architectures and Applications 
By: Kwadwo Agyapon-Ntra

#indabaxghana #indabaX #ghdatascience h…",2019-04-26 15:21:22,Twitter for Android,0,8,140,0
1121794715853082629,RT @gamelmag: .@darlingtinho shares on how #AI can be applied to tackle challenges in #health and #agriculture in #Africa. #ghdatascience #…,2019-04-26 15:14:36,Twitter for Android,0,4,140,0
1121793771123818497,RT @gamelmag: .@darlingtinho shares on how #AI can be applied to tackle challenges in #health and #agriculture in #Africa. #ghdatascience #…,2019-04-26 15:10:51,Calcaware,0,4,140,0
1121793673262297090,RT @gamelmag: .@darlingtinho shares on how #AI can be applied to tackle challenges in #health and #agriculture in #Africa. #ghdatascience #…,2019-04-26 15:10:28,Twitter for Android,0,4,140,0
1121790834813194242,.@darlingtinho shares on how #AI can be applied to tackle challenges in #health and #agriculture in #Africa. #ghdatascience #indabaxghana https://t.co/ilPqgVIPFK,2019-04-26 14:59:11,Twitter for Android,3,4,161,0
1121789548059447300,"Dr Ayorkor Korsah of @Ashesi speaks on #robotics, its applications, AI, and technology education in #Africa #ghdatascience #indabaxghana https://t.co/tMSJSXgErG",2019-04-26 14:54:04,Twitter for Android,3,2,160,0
1121788923179520000,"Its time for a talk on ""Applications of machine learning in healthcare"" by Darlington Akogo of @minoHealth
#ghdatascience #indabaxghana",2019-04-26 14:51:35,Twitter for Android,0,0,135,0
1121788634523258880,"RT @dezye1693: @shakir_za  is introducing the statistical Machine learning and application.
#ghdatascience #bacegroup #machinelearning #AI…",2019-04-26 14:50:26,Twitter for Android,0,7,139,0
1121788249163403264,"RT @PlasmaDray: Job Creation Required skills:
1. Predictive Analytics
2. Artificial Intelligence
3. Machine Learning
4. Customer Insights
5…",2019-04-26 14:48:55,Twitter Web Client,0,21,140,-1
1121788213608108032,"RT @maaddae: Go deep or go home! 
#ghdatascience #indabaxghana #datascience #DeepLearning",2019-04-26 14:48:46,Twitter for Android,0,1,89,0
1121783679683055618,"RT @dezye1693: @shakir_za  is introducing the statistical Machine learning and application.
#ghdatascience #bacegroup #machinelearning #AI…",2019-04-26 14:30:45,Twitter Web Client,0,7,139,0
1121783112730587137,"RT @PyGhana: Deep Learning Fundamentals -- Architectures and Applications 
By: Kwadwo Agyapon-Ntra

#indabaxghana #indabaX #ghdatascience h…",2019-04-26 14:28:30,Twitter Web Client,0,8,140,0
1121783047962099713,"RT @PyGhana: Introduction to Robotics and its applications 
By: Dr. Ayorkor Korsah

#indabaxghana #indabaX #ghdatascience https://t.co/yzof…",2019-04-26 14:28:15,Twitter Web Client,0,3,140,0
1121782975514009600,RT @ghdatascience: African governments urged to develop data driven policies to transform their economies at #ghdatascience #indabaxghana…,2019-04-26 14:27:57,Twitter Web Client,0,3,138,0
1121781951994695687,"RT @dezye1693: Some opportunities created in collaboration with local ecosystem to improve AI education in Africa...
@Moustapha_6C,  #AIMS…",2019-04-26 14:23:53,Twitter Web Client,0,3,139,0
1121780776033558530,RT @ghdatascience: Keynote Address by Moustapha Cisse on Machine Learning and Artificial Intelligence-current state of research and applica…,2019-04-26 14:19:13,Santchi App,0,11,140,-1
1121780762238509056,"Deep Learning Fundamentals -- Architectures and Applications 
By: Kwadwo Agyapon-Ntra

#indabaxghana #indabaX #ghdatascience https://t.co/FWvCbjie64",2019-04-26 14:19:10,Twitter for Android,8,8,148,0
1121780699583995905,RT @ghdatascience: Keynote Address by Moustapha Cisse on Machine Learning and Artificial Intelligence-current state of research and applica…,2019-04-26 14:18:55,Twitter for Android,0,11,140,-1
1121780699231604736,"African governments urged to develop data driven policies to transform their economies at #ghdatascience #indabaxghana 
@PyGhana @Google @Microsoft
@DeepIndaba @DelaliAgbey
@NAkufoAddo 

https://t.co/CsHFDOHmos",2019-04-26 14:18:55,Twitter for Android,7,3,210,0
1121780429835706369,"RT @ghdatascience: Introduction of Robotics and its applications by Ayorkor Korsah, PhD at  #indabaxghana 2019

#DataScience
#ghdatascience…",2019-04-26 14:17:50,Twitter for Android,0,9,140,0
1121780061034766336,"RT @dezye1693: With #machinelearning , we can predict the Mortality risk  24 hours in advance, giving more time to doctors to take action a…",2019-04-26 14:16:22,Twitter Web Client,0,3,140,1
1121780002809421825,"RT @dezye1693: The last words from Kwadwo, ""Go deep or go home"" 😉 @KayO_GH
#ghdatascience #machinelearning #AI #bacegroup #indabaX #indabaX…",2019-04-26 14:16:08,"Twitter bot, saroj humagain",0,2,141,0
1121779689209700352,"The last words from Kwadwo, ""Go deep or go home"" 😉 @KayO_GH
#ghdatascience #machinelearning #AI #bacegroup #indabaX #indabaXghana #technology #mestpower #mestafrica https://t.co/X2bikEiRGd",2019-04-26 14:14:54,Twitter for Android,4,2,189,0
1121779082939727873,"RT @PyGhana: Introduction to Statistical Machine Learning and applications - Shakir Mohamed, PhD

#indabaxghana #indabaX #ghdatascience htt…",2019-04-26 14:12:29,Twitter for Android,0,4,140,0
1121778993508831234,"RT @dezye1693: @shakir_za  is introducing the statistical Machine learning and application.
#ghdatascience #bacegroup #machinelearning #AI…",2019-04-26 14:12:08,Twitter for Android,0,7,139,0
1121778980753948673,"RT @dezye1693: We can have 2 streams of machine learning: Deep learning and Bayesian reasonings.
@shakir_za  
#ghdatascience #bacegroup #ma…",2019-04-26 14:12:05,Twitter for Android,0,1,140,0
1121778965125959681,"Go deep or go home! 
#ghdatascience #indabaxghana #datascience #DeepLearning",2019-04-26 14:12:01,Twitter for Android,4,1,76,0
1121778625555181568,"RT @PyGhana: Introduction to Robotics and its applications 
By: Dr. Ayorkor Korsah

#indabaxghana #indabaX #ghdatascience https://t.co/yzof…",2019-04-26 14:10:40,Twitter for Android,0,3,140,0
1121778365445410817,"@KayO_GH concluded by saying: Go deep or Go home!
#indabaxghana
#DataScience
#ghdatascience",2019-04-26 14:09:38,TweetDeck,0,0,91,0
1121776419959451648,"RT @PyGhana: Day 2/3:
GHANA DATA SCIENCE SUMMIT 2019

INDABAX GHANA

Theme: The Promise Of Data Science For Economic Transformation.
#Indab…",2019-04-26 14:01:54,Twitter for iPhone,0,5,140,1
1121774409881092096,"RT @ghdatascience: Introduction of Robotics and its applications by Ayorkor Korsah, PhD at  #indabaxghana 2019

#DataScience
#ghdatascience…",2019-04-26 13:53:55,Twitter Web App,0,9,140,0
1121773985287540738,"RT @dezye1693: Workshop about #Deeplearning Fundamentals-Architecture and applications by Kwadwo Agyepong-Ntra, from @MESTAfrica 
#ghdatasc…",2019-04-26 13:52:14,Twitter for Android,0,4,140,0
1121773883454119937,"RT @ghdatascience: Introduction of Robotics and its applications by Ayorkor Korsah, PhD at  #indabaxghana 2019

#DataScience
#ghdatascience…",2019-04-26 13:51:50,Twitter for Android,0,9,140,0
1121773699965829120,RT @ghdatascience: Keynote Address by Moustapha Cisse on Machine Learning and Artificial Intelligence-current state of research and applica…,2019-04-26 13:51:06,Twitter for Android,0,11,140,-1
1121771903897743361,RT @gamelmag: How to we organise society such that every child has the opportunity to perform jobs that are more suitable to humans - Dr Ay…,2019-04-26 13:43:58,Twitter Web Client,0,2,140,1
1121771761886953473,"RT @dezye1693: Workshop about #Deeplearning Fundamentals-Architecture and applications by Kwadwo Agyepong-Ntra, from @MESTAfrica 
#ghdatasc…",2019-04-26 13:43:24,Twitter for Android,0,4,140,0
1121770890591653888,"Workshop about #Deeplearning Fundamentals-Architecture and applications by Kwadwo Agyepong-Ntra, from @MESTAfrica 
#ghdatascience #indabaxghana #bacegroup #AI #machinelearning https://t.co/64vjAL0zmy",2019-04-26 13:39:56,Twitter for Android,22,4,199,0
1121769934076432385,"RT @ghdatascience: Introduction of Robotics and its applications by Ayorkor Korsah, PhD at  #indabaxghana 2019

#DataScience
#ghdatascience…",2019-04-26 13:36:08,Twitter for Android,0,9,140,0
1121769431263252480,"Speaking now is @KayO_GH on Deep Learning Fundamentals -- Architectures and Applications.
#indabaxghana #DataScience
#ghdatascience",2019-04-26 13:34:08,TweetDeck,2,0,131,0
1121762700646932480,"Introduction to Robotics and its applications - Dr. Ayorkor Korsah 

My take home: A robot is basically a mechanical person

#indabaxghana #indabaX #ghdatascience https://t.co/iFOrJHRhv4",2019-04-26 13:07:23,Twitter for Android,1,0,186,0
1121760209830072321,"Introduction to Robotics and its applications 
By: Dr. Ayorkor Korsah

#indabaxghana #indabaX #ghdatascience https://t.co/yzofiVA738",2019-04-26 12:57:29,Twitter for Android,4,3,132,0
1121759931860963330,"RT @PlasmaDray: @shakir_za is taking us through the Introduction to Statistical Machine Learning and applications. 

#ghdatascience #indaba…",2019-04-26 12:56:23,Twitter for Android,0,3,140,0
1121759149459738624,"Keynote Address by Moustapha Cisse on Machine Learning and Artificial Intelligence-current state of research and applications in Africa and beyond. 

#indabaxghana
#DataScience
#ghdatascience https://t.co/JhBvt6oySf",2019-04-26 12:53:17,Twitter for Android,23,11,215,-1
1121757176249430016,"Introduction of Robotics and its applications by Ayorkor Korsah, PhD at  #indabaxghana 2019

#DataScience
#ghdatascience https://t.co/KA9HSQoarf",2019-04-26 12:45:26,Twitter for Android,36,9,144,0
1121755421939781632,"#indabaxghana #ghdatascience 
💯ORGANIC VERY EFFECTIVE WITH NO SIDE EFFECTS 
👍With Amazing Testimonies For Weight Loss And Reduce Of Bloatness In The Tummy.
📞Call or 📱Whatsapp us on 0555262431 to place your order now #LFNKII #RYSENSHYNE #JoySMS #Skopatumana  Kumasi Stonebwoy https://t.co/7R6AaZwgrJ",2019-04-26 12:38:28,Twitter for iPhone,0,0,302,1
1121751710576279555,RT @ghdatascience: #ghdatascience #indabaxghana Deep Learning Indaba-@DeepIndaba Google- @Google Microsoft-  @Microsoft Wave2Analytics-@Wav…,2019-04-26 12:23:43,Twitter Web App,0,32,140,0
1121751015563436033,"RT @PlasmaDray: Ongoing is a talk on: Introduction to Robotics and its applications by Dr. Ayorkor Korsah
Cc; @Ashesi 
#indabaxghana #indab…",2019-04-26 12:20:57,Twitter for Android,0,1,140,0
